id_num	yr_cde	trm_cde	crs_cde	lead_instructr_id	crs_enrollment
235151	2022	Q1	BA   2710 002	237343	14
235152	2022	Q1	BA   2710 002	237343	14
235170	2022	Q1	BA   2710 002	237343	14
235171	2022	Q1	BA   2710 002	237343	14
234940	2022	Q1	BA   2710 002	237343	14
235155	2022	Q1	BA   2710 002	237343	14
235156	2022	Q1	BA   2710 002	237343	14
234997	2022	Q1	BA   2710 002	237343	14
235172	2022	Q1	BA   2730 001	237342	12
234980	2022	Q1	BA   2730 001	237342	12
235126	2022	Q1	BA   2730 001	237342	12
234984	2022	Q1	BA   2730 001	237342	12
235173	2022	Q1	BA   2730 001	237342	12
235174	2022	Q1	BA   2730 001	237342	12
234935	2022	Q1	BA   2730 001	237342	12
235175	2022	Q1	BA   2730 001	237342	12
234993	2022	Q1	BA   2730 001	237342	12
235176	2022	Q1	BA   2730 001	237342	12
234940	2022	Q1	BA   2730 001	237342	12
234997	2022	Q1	BA   2730 001	237342	12
235146	2022	Q1	BA   3411 001	237352	22
235177	2022	Q1	BA   3411 001	237352	22
235178	2022	Q1	BA   3411 001	237352	22
235179	2022	Q1	BA   3411 001	237352	22
235180	2022	Q1	BA   3411 001	237352	22
235181	2022	Q1	BA   3411 001	237352	22
235182	2022	Q1	BA   3411 001	237352	22
235183	2022	Q1	BA   3411 001	237352	22
235184	2022	Q1	BA   3411 001	237352	22
235185	2022	Q1	BA   3411 001	237352	22
234847	2022	Q1	BA   3411 001	237352	22
